,index,CompTotal,CompFreq,Currency_Type,Currency_Describtion,TotalByYear,USD per unit,TotalByYearUSD,Echange_rate
313,556,110000.0,Yearly,CHF,Swiss franc,110000.0,0,120131.19160900002,1.0921017419
314,560,133000.0,Yearly,USD,United States dollar,133000.0,0,133000.0,1.0
315,562,64000.0,Yearly,EUR,European Euro,64000.0,0,72274.0771392,1.1292824553
316,563,19100.0,Monthly,EUR,European Euro,229200.0,0,258831.53875476,1.1292824553
317,564,600000.0,Yearly,NOK,Norwegian krone,600000.0,0,67840.4655,0.1130674425
318,565,44000.0,Yearly,EUR,European Euro,44000.0,0,49688.428033200005,1.1292824553
319,566,110000.0,Yearly,EUR,European Euro,110000.0,0,124221.070083,1.1292824553
320,569,64000.0,Yearly,EUR,European Euro,64000.0,0,72274.0771392,1.1292824553
321,571,2100000.0,Yearly,INR,Indian rupee,2100000.0,0,28179.269369999998,0.0134186997
322,576,65000.0,Yearly,EUR,European Euro,65000.0,0,73403.3595945,1.1292824553
323,577,8200.0,Monthly,UAH,Ukrainian hryvnia,98400.0,0,3583.5688675200004,0.0364183828
324,579,150000.0,Yearly,USD,United States dollar,150000.0,0,150000.0,1.0
325,580,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
326,581,60000.0,Yearly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
327,582,55000.0,Yearly,EUR,European Euro,55000.0,0,62110.5350415,1.1292824553
328,584,1575.0,Weekly,USD,United States dollar,81900.0,0,81900.0,1.0
329,585,34000.0,Yearly,EUR,European Euro,34000.0,0,38395.6034802,1.1292824553
330,586,500000.0,Yearly,INR,Indian rupee,500000.0,0,6709.34985,0.0134186997
331,587,125000.0,Yearly,USD,United States dollar,125000.0,0,125000.0,1.0
332,588,49400.0,Yearly,GBP,Pound sterling,49400.0,0,66898.74691734,1.3542256461
333,591,740000.0,Monthly,INR,Indian rupee,8880000.0,0,119158.053336,0.0134186997
334,594,24000.0,Yearly,EUR,European Euro,24000.0,0,27102.7789272,1.1292824553
335,595,15000.0,Monthly,INR,Indian rupee,180000.0,0,2415.365946,0.0134186997
336,596,43000.0,Yearly,EUR,European Euro,43000.0,0,48559.1455779,1.1292824553
337,598,100000.0,Monthly,PKR,Pakistani rupee,1200000.0,0,6792.1422,0.0056601185
338,603,6000.0,Monthly,USD,United States dollar,72000.0,0,72000.0,1.0
339,605,150000.0,Yearly,CHF,Swiss franc,150000.0,0,163815.26128500002,1.0921017419
340,607,33000.0,Yearly,EUR,European Euro,33000.0,0,37266.321024900004,1.1292824553
341,609,70000.0,Monthly,SEK,Swedish krona,840000.0,0,92417.906364,0.1100213171
342,611,10000.0,Monthly,RON,Romanian leu,120000.0,0,27389.994504,0.2282499542
343,613,140000.0,Yearly,USD,United States dollar,140000.0,0,140000.0,1.0
344,614,50000.0,Monthly,INR,Indian rupee,600000.0,0,8051.21982,0.0134186997
345,615,80000.0,Yearly,EUR,European Euro,80000.0,0,90342.596424,1.1292824553
346,617,15000.0,Monthly,PLN,Polish zloty,180000.0,0,44540.102574,0.2474450143
347,618,800000.0,Monthly,INR,Indian rupee,9600000.0,0,128819.51712,0.0134186997
348,619,98000.0,Yearly,USD,United States dollar,98000.0,0,98000.0,1.0
349,620,2830.0,Monthly,EUR,European Euro,33960.0,0,38350.432181988,1.1292824553
350,621,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
351,624,73500.0,Yearly,USD,United States dollar,73500.0,0,73500.0,1.0
352,625,52000.0,Yearly,EUR,European Euro,52000.0,0,58722.687675600006,1.1292824553
353,629,20000.0,Monthly,PLN,Polish zloty,240000.0,0,59386.803432,0.2474450143
354,631,3000.0,Monthly,BOB,Bolivian boliviano,36000.0,0,5221.8356220000005,0.1450509895
355,632,170000.0,Yearly,EUR,European Euro,170000.0,0,191978.01740100002,1.1292824553
356,634,150000.0,Monthly,INR,Indian rupee,1800000.0,0,24153.65946,0.0134186997
357,635,47000000.0,Monthly,VND,Vietnamese dong,564000000.0,0,24753.7344,4.38896e-05
358,637,46000.0,Yearly,EUR,European Euro,46000.0,0,51946.9929438,1.1292824553
359,638,2800.0,Monthly,EUR,European Euro,33600.0,0,37943.89049808,1.1292824553
360,639,82000.0,Yearly,USD,United States dollar,82000.0,0,82000.0,1.0
361,642,105000.0,Yearly,USD,United States dollar,105000.0,0,105000.0,1.0
362,646,55000.0,Yearly,EUR,European Euro,55000.0,0,62110.5350415,1.1292824553
363,649,40000.0,Weekly,CAD,Canadian dollar,2080000.0,0,1637470.830528,0.7872455916
364,650,22000.0,Yearly,GBP,Pound sterling,22000.0,0,29792.964214199998,1.3542256461
365,651,13500.0,Monthly,PLN,Polish zloty,162000.0,0,40086.0923166,0.2474450143
366,652,94000.0,Yearly,EUR,European Euro,94000.0,0,106152.5507982,1.1292824553
367,654,135000.0,Yearly,USD,United States dollar,135000.0,0,135000.0,1.0
368,655,187000.0,Monthly,INR,Indian rupee,2244000.0,0,30111.5621268,0.0134186997
369,657,47000.0,Yearly,EUR,European Euro,47000.0,0,53076.2753991,1.1292824553
370,660,38000.0,Yearly,EUR,European Euro,38000.0,0,42912.7333014,1.1292824553
371,661,8200.0,Monthly,PLN,Polish zloty,98400.0,0,24348.58940712,0.2474450143
372,662,42000.0,Yearly,EUR,European Euro,42000.0,0,47429.8631226,1.1292824553
373,663,2900.0,Monthly,EUR,European Euro,34800.0,0,39299.02944444,1.1292824553
374,666,200000.0,Yearly,USD,United States dollar,200000.0,0,200000.0,1.0
375,668,2900000.0,Yearly,INR,Indian rupee,2900000.0,0,38914.22913,0.0134186997
376,669,58000.0,Yearly,USD,United States dollar,58000.0,0,58000.0,1.0
377,671,45000000.0,Monthly,IRR,Iranian rial,540000000.0,0,12820.14,2.3741e-05
378,672,37500.0,Yearly,GBP,Pound sterling,37500.0,0,50783.46172875,1.3542256461
379,673,250000.0,Monthly,RSD,Serbian dinar,3000000.0,0,28812.811799999996,0.0096042706
380,675,15000.0,Yearly,GBP,Pound sterling,15000.0,0,20313.3846915,1.3542256461
381,676,40000.0,Yearly,EUR,European Euro,40000.0,0,45171.298212,1.1292824553
382,677,15000.0,Yearly,EUR,European Euro,15000.0,0,16939.2368295,1.1292824553
383,678,2750.0,Monthly,EUR,European Euro,33000.0,0,37266.321024900004,1.1292824553
384,679,180000.0,Yearly,USD,United States dollar,180000.0,0,180000.0,1.0
385,680,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
386,681,3500.0,Monthly,EUR,European Euro,42000.0,0,47429.8631226,1.1292824553
387,682,30616.0,Yearly,EUR,European Euro,30616.0,0,34574.1116514648,1.1292824553
388,683,2900.0,Monthly,MYR,Malaysian ringgit,34800.0,0,8313.4417914,0.2388920055
389,684,70000.0,Yearly,USD,United States dollar,70000.0,0,70000.0,1.0
390,686,4400.0,Monthly,EUR,European Euro,52800.0,0,59626.113639840005,1.1292824553
391,687,130000.0,Yearly,USD,United States dollar,130000.0,0,130000.0,1.0
392,689,46000.0,Monthly,UAH,Ukrainian hryvnia,552000.0,0,20102.947305600002,0.0364183828
393,690,9000000.0,Monthly,IRR,Iranian rial,108000000.0,0,2564.028,2.3741e-05
394,691,8200.0,Monthly,BRL,Brazilian real,98400.0,0,17330.1597348,0.1761195095
395,692,1920.0,Weekly,USD,United States dollar,99840.0,0,99840.0,1.0
396,693,2500.0,Monthly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
397,694,4333.0,Monthly,EUR,European Euro,51996.0,0,58718.170545778805,1.1292824553
398,696,175000.0,Yearly,USD,United States dollar,175000.0,0,175000.0,1.0
399,698,3250.0,Monthly,EUR,European Euro,39000.0,0,44042.0157567,1.1292824553
400,700,26000.0,Monthly,ILS,Israeli new shekel,312000.0,0,101006.35818,0.3237383275
401,702,90000.0,Yearly,CAD,Canadian dollar,90000.0,0,70852.103244,0.7872455916
402,703,38000.0,Yearly,GBP,Pound sterling,38000.0,0,51460.5745518,1.3542256461
403,707,25000.0,Yearly,USD,United States dollar,25000.0,0,25000.0,1.0
404,708,5000.0,Monthly,TRY,Turkish lira,60000.0,0,4424.983404,0.0737497234
405,709,55702.0,Yearly,USD,United States dollar,55702.0,0,55702.0,1.0
406,710,6000.0,Monthly,TRY,Turkish lira,72000.0,0,5309.9800847999995,0.0737497234
407,711,15000.0,Monthly,BRL,Brazilian real,180000.0,0,31701.51171,0.1761195095
408,712,14000.0,Monthly,UAH,Ukrainian hryvnia,168000.0,0,6118.2883104,0.0364183828
409,713,36200.0,Yearly,EUR,European Euro,36200.0,0,40880.02488186,1.1292824553
410,714,11000.0,Monthly,GEL,Georgian lari,132000.0,0,42653.8574484,0.3231352837
411,715,72000.0,Yearly,USD,United States dollar,72000.0,0,72000.0,1.0
412,716,110000.0,Yearly,USD,United States dollar,110000.0,0,110000.0,1.0
413,717,42000.0,Yearly,EUR,European Euro,42000.0,0,47429.8631226,1.1292824553
414,718,155000.0,Yearly,USD,United States dollar,155000.0,0,155000.0,1.0
415,719,105000.0,Monthly,CZK,Czech koruna,1260000.0,0,57695.739318,0.0457902693
416,720,8000.0,Monthly,PLN,Polish zloty,96000.0,0,23754.7213728,0.2474450143
417,726,70200.0,Yearly,EUR,European Euro,70200.0,0,79275.62836206,1.1292824553
418,727,1550000.0,Monthly,INR,Indian rupee,18600000.0,0,249587.81442,0.0134186997
419,728,125000.0,Yearly,USD,United States dollar,125000.0,0,125000.0,1.0
420,729,70000.0,Yearly,USD,United States dollar,70000.0,0,70000.0,1.0
421,731,2500.0,Monthly,USD,United States dollar,30000.0,0,30000.0,1.0
422,732,105000.0,Yearly,USD,United States dollar,105000.0,0,105000.0,1.0
423,733,56000.0,Monthly,SEK,Swedish krona,672000.0,0,73934.32509120001,0.1100213171
424,734,4000.0,Monthly,BRL,Brazilian real,48000.0,0,8453.736456,0.1761195095
425,735,33000.0,Monthly,SEK,Swedish krona,396000.0,0,43568.4415716,0.1100213171
426,736,11000.0,Monthly,HRK,Croatian kuna,132000.0,0,19828.3548672,0.1502148096
427,739,45000000.0,Monthly,IRR,Iranian rial,540000000.0,0,12820.14,2.3741e-05
428,741,6000.0,Monthly,EUR,European Euro,72000.0,0,81308.33678160001,1.1292824553
429,742,480.0,Weekly,AUD,Australian dollar,24960.0,0,18074.022288192,0.7241194827
430,744,41500.0,Monthly,SEK,Swedish krona,498000.0,0,54790.6159158,0.1100213171
431,745,35000.0,Monthly,INR,Indian rupee,420000.0,0,5635.853874,0.0134186997
432,749,120000.0,Monthly,UAH,Ukrainian hryvnia,1440000.0,0,52442.471232,0.0364183828
433,751,156000.0,Yearly,USD,United States dollar,156000.0,0,156000.0,1.0
434,752,44500.0,Monthly,ILS,Israeli new shekel,534000.0,0,172876.266885,0.3237383275
435,755,103000.0,Yearly,CAD,Canadian dollar,103000.0,0,81086.2959348,0.7872455916
436,757,110000.0,Yearly,PLN,Polish zloty,110000.0,0,27218.951573,0.2474450143
437,758,124038.0,Yearly,CHF,Swiss franc,124038.0,0,135462.1158617922,1.0921017419
438,759,40000.0,Yearly,GBP,Pound sterling,40000.0,0,54169.025843999996,1.3542256461
439,760,47000.0,Yearly,EUR,European Euro,47000.0,0,53076.2753991,1.1292824553
440,761,2000.0,Weekly,EUR,European Euro,104000.0,0,117445.37535120001,1.1292824553
441,762,38400.0,Yearly,USD,United States dollar,38400.0,0,38400.0,1.0
442,764,8000.0,Monthly,EUR,European Euro,96000.0,0,108411.1157088,1.1292824553
443,767,0.0,Yearly,GBP,Pound sterling,0.0,0,0.0,1.3542256461
444,768,230000.0,Yearly,USD,United States dollar,230000.0,0,230000.0,1.0
445,769,900.0,Weekly,USD,United States dollar,46800.0,0,46800.0,1.0
446,772,700000.0,Yearly,INR,Indian rupee,700000.0,0,9393.08979,0.0134186997
447,774,42000.0,Yearly,EUR,European Euro,42000.0,0,47429.8631226,1.1292824553
448,775,120000.0,Yearly,USD,United States dollar,120000.0,0,120000.0,1.0
449,776,66500.0,Yearly,USD,United States dollar,66500.0,0,66500.0,1.0
450,777,39000.0,Monthly,ZAR,South African rand,468000.0,0,29239.9306992,0.0624784844
451,779,48000.0,Monthly,INR,Indian rupee,576000.0,0,7729.1710272,0.0134186997
452,780,52000.0,Monthly,BDT,Bangladeshi taka,624000.0,0,7292.216068799999,0.0116862437
453,781,1070000.0,Monthly,MGA,Malagasy ariary,12840000.0,0,3219.3025799999996,0.0002507245
454,782,30000.0,Monthly,KES,Kenyan shilling,360000.0,0,3182.208948,0.0088394693
455,784,3800.0,Monthly,EUR,European Euro,45600.0,0,51495.279961680004,1.1292824553
456,785,125000.0,Yearly,USD,United States dollar,125000.0,0,125000.0,1.0
457,786,43000.0,Yearly,EUR,European Euro,43000.0,0,48559.1455779,1.1292824553
458,787,1550.0,Monthly,EUR,European Euro,18600.0,0,21004.653668580002,1.1292824553
459,788,2100000.0,Yearly,INR,Indian rupee,2100000.0,0,28179.269369999998,0.0134186997
460,789,275000.0,Yearly,EUR,European Euro,275000.0,0,310552.6752075,1.1292824553
461,790,40000.0,Monthly,RUB,Russian ruble,480000.0,0,6385.802111999999,0.0133037544
462,791,90000.0,Yearly,GBP,Pound sterling,90000.0,0,121880.30814899999,1.3542256461
463,793,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
464,794,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
465,796,30000.0,Yearly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
466,797,2100.0,Monthly,EUR,European Euro,25200.0,0,28457.91787356,1.1292824553
467,798,2200.0,Monthly,EUR,European Euro,26400.0,0,29813.056819920002,1.1292824553
468,799,400000.0,Yearly,USD,United States dollar,400000.0,0,400000.0,1.0
469,800,55000.0,Yearly,GBP,Pound sterling,55000.0,0,74482.41053549999,1.3542256461
470,801,2000.0,Monthly,BRL,Brazilian real,24000.0,0,4226.868228,0.1761195095
471,803,50000000.0,Monthly,IRR,Iranian rial,600000000.0,0,14244.599999999999,2.3741e-05
472,804,30000.0,Yearly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
473,805,160000.0,Yearly,USD,United States dollar,160000.0,0,160000.0,1.0
474,806,24000.0,Monthly,BRL,Brazilian real,288000.0,0,50722.418736,0.1761195095
475,808,25000.0,Yearly,EUR,European Euro,25000.0,0,28232.0613825,1.1292824553
476,809,65000.0,Yearly,CAD,Canadian dollar,65000.0,0,51170.963454,0.7872455916
477,810,64000.0,Yearly,USD,United States dollar,64000.0,0,64000.0,1.0
478,811,110000.0,Monthly,CZK,Czech koruna,1320000.0,0,60443.155476,0.0457902693
479,812,3050.0,Monthly,EUR,European Euro,36600.0,0,41331.73786398,1.1292824553
480,813,39000.0,Yearly,GBP,Pound sterling,39000.0,0,52814.8001979,1.3542256461
481,814,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
482,815,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
483,816,4583.0,Monthly,EUR,European Euro,54996.0,0,62106.017911678806,1.1292824553
484,817,135000.0,Yearly,USD,United States dollar,135000.0,0,135000.0,1.0
485,818,416000.0,Yearly,PLN,Polish zloty,416000.0,0,102937.12594879999,0.2474450143
486,820,405000.0,Monthly,NGN,Nigerian naira,4860000.0,0,11770.646382,0.0024219437
487,821,43000.0,Yearly,EUR,European Euro,43000.0,0,48559.1455779,1.1292824553
488,822,40000.0,Monthly,EUR,European Euro,480000.0,0,542055.578544,1.1292824553
489,823,15000.0,Monthly,USD,United States dollar,180000.0,0,180000.0,1.0
490,824,6500.0,Monthly,BRL,Brazilian real,78000.0,0,13737.321741,0.1761195095
491,827,2000.0,Monthly,EUR,European Euro,24000.0,0,27102.7789272,1.1292824553
492,828,58000.0,Yearly,GBP,Pound sterling,58000.0,0,78545.0874738,1.3542256461
493,829,2300000.0,Monthly,INR,Indian rupee,27600000.0,0,370356.11172,0.0134186997
494,830,50000.0,Monthly,CZK,Czech koruna,600000.0,0,27474.16158,0.0457902693
495,833,70000.0,Yearly,CAD,Canadian dollar,70000.0,0,55107.191412,0.7872455916
496,834,9000.0,Yearly,EUR,European Euro,9000.0,0,10163.542097700001,1.1292824553
497,837,3100.0,Monthly,EUR,European Euro,37200.0,0,42009.307337160004,1.1292824553
498,839,85000.0,Yearly,USD,United States dollar,85000.0,0,85000.0,1.0
499,840,3000.0,Monthly,MYR,Malaysian ringgit,36000.0,0,8600.112198,0.2388920055
500,842,42000.0,Yearly,EUR,European Euro,42000.0,0,47429.8631226,1.1292824553
501,845,1500000.0,Yearly,INR,Indian rupee,1500000.0,0,20128.04955,0.0134186997
502,846,120000.0,Yearly,USD,United States dollar,120000.0,0,120000.0,1.0
503,847,15000.0,Monthly,BRL,Brazilian real,180000.0,0,31701.51171,0.1761195095
504,848,155000.0,Yearly,USD,United States dollar,155000.0,0,155000.0,1.0
505,849,43500.0,Monthly,SEK,Swedish krona,522000.0,0,57431.1275262,0.1100213171
506,851,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
507,852,4450.0,Monthly,EUR,European Euro,53400.0,0,60303.68311302,1.1292824553
508,856,4200.0,Monthly,EUR,European Euro,50400.0,0,56915.83574712,1.1292824553
509,857,9500.0,Monthly,USD,United States dollar,114000.0,0,114000.0,1.0
510,859,2666.0,Monthly,EUR,European Euro,31992.0,0,36128.0043099576,1.1292824553
511,861,195000.0,Monthly,RUB,Russian ruble,2340000.0,0,31130.785296,0.0133037544
512,863,48000.0,Yearly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
513,867,72000.0,Yearly,EUR,European Euro,72000.0,0,81308.33678160001,1.1292824553
514,869,6000.0,Monthly,BYN,Belarusian ruble,72000.0,0,27917.308936799996,0.3877404019
515,870,64000.0,Monthly,INR,Indian rupee,768000.0,0,10305.5613696,0.0134186997
516,872,4000.0,Monthly,SGD,Singapore dollar,48000.0,0,35408.1513984,0.7376698208
517,873,75000.0,Yearly,EUR,European Euro,75000.0,0,84696.1841475,1.1292824553
518,874,115000.0,Yearly,USD,United States dollar,115000.0,0,115000.0,1.0
519,875,73000.0,Yearly,CAD,Canadian dollar,73000.0,0,57468.928186799996,0.7872455916
520,876,785000.0,Monthly,HUF,Hungarian forint,9420000.0,0,29351.794956,0.0031159018
521,877,160000.0,Yearly,GBP,Pound sterling,160000.0,0,216676.10337599998,1.3542256461
522,880,85000.0,Yearly,EUR,European Euro,85000.0,0,95989.00870050001,1.1292824553
523,881,1500.0,Monthly,EUR,European Euro,18000.0,0,20327.084195400002,1.1292824553
524,886,200000.0,Yearly,USD,United States dollar,200000.0,0,200000.0,1.0
525,888,142000.0,Yearly,USD,United States dollar,142000.0,0,142000.0,1.0
526,889,125000.0,Yearly,USD,United States dollar,125000.0,0,125000.0,1.0
527,890,65000.0,Yearly,GBP,Pound sterling,65000.0,0,88024.6669965,1.3542256461
528,891,4700.0,Monthly,EUR,European Euro,56400.0,0,63691.53047892,1.1292824553
529,894,2400.0,Monthly,EUR,European Euro,28800.0,0,32523.33471264,1.1292824553
530,896,20000.0,Monthly,PLN,Polish zloty,240000.0,0,59386.803432,0.2474450143
531,897,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
532,899,45000.0,Monthly,PKR,Pakistani rupee,540000.0,0,3056.46399,0.0056601185
533,900,100000.0,Monthly,CZK,Czech koruna,1200000.0,0,54948.32316,0.0457902693
534,906,1180000.0,Yearly,INR,Indian rupee,1180000.0,0,15834.065646,0.0134186997
535,907,3164.0,Monthly,EUR,European Euro,37968.0,0,42876.596262830404,1.1292824553
536,909,175000.0,Yearly,USD,United States dollar,175000.0,0,175000.0,1.0
537,910,46200.0,Yearly,EUR,European Euro,46200.0,0,52172.84943486,1.1292824553
538,911,1350000.0,Yearly,INR,Indian rupee,1350000.0,0,18115.244595,0.0134186997
539,912,6500.0,Monthly,EUR,European Euro,78000.0,0,88084.0315134,1.1292824553
540,913,75000.0,Yearly,EUR,European Euro,75000.0,0,84696.1841475,1.1292824553
541,914,63000.0,Yearly,EUR,European Euro,63000.0,0,71144.7946839,1.1292824553
542,915,150000.0,Monthly,KES,Kenyan shilling,1800000.0,0,15911.04474,0.0088394693
543,916,110000.0,Yearly,USD,United States dollar,110000.0,0,110000.0,1.0
544,918,126000.0,Yearly,USD,United States dollar,126000.0,0,126000.0,1.0
545,919,2360.0,Monthly,USD,United States dollar,28320.0,0,28320.0,1.0
546,921,48000.0,Monthly,CZK,Czech koruna,576000.0,0,26375.195116799998,0.0457902693
547,923,400000.0,Yearly,INR,Indian rupee,400000.0,0,5367.47988,0.0134186997
548,925,70000.0,Monthly,EUR,European Euro,840000.0,0,948597.262452,1.1292824553
549,926,160000.0,Yearly,EUR,European Euro,160000.0,0,180685.192848,1.1292824553
550,928,2750.0,Monthly,EUR,European Euro,33000.0,0,37266.321024900004,1.1292824553
551,931,2300.0,Monthly,BRL,Brazilian real,27600.0,0,4860.8984622,0.1761195095
552,935,1550000.0,Yearly,INR,Indian rupee,1550000.0,0,20798.984535,0.0134186997
553,937,6000.0,Monthly,USD,United States dollar,72000.0,0,72000.0,1.0
554,941,40000.0,Weekly,INR,Indian rupee,2080000.0,0,27910.895376,0.0134186997
555,942,175000.0,Yearly,USD,United States dollar,175000.0,0,175000.0,1.0
556,943,270000.0,Yearly,EUR,European Euro,270000.0,0,304906.26293100003,1.1292824553
557,944,576000.0,Yearly,INR,Indian rupee,576000.0,0,7729.1710272,0.0134186997
558,945,600000.0,Yearly,ILS,Israeli new shekel,600000.0,0,194242.99649999998,0.3237383275
559,946,80000.0,Monthly,CZK,Czech koruna,960000.0,0,43958.658528,0.0457902693
560,947,190000.0,Yearly,USD,United States dollar,190000.0,0,190000.0,1.0
561,948,9500000.0,Monthly,COP,Colombian peso,114000000.0,0,27950.1894,0.0002451771
562,949,550000.0,Yearly,USD,United States dollar,550000.0,0,550000.0,1.0
563,950,75000.0,Yearly,EUR,European Euro,75000.0,0,84696.1841475,1.1292824553
564,952,3000.0,Monthly,EUR,European Euro,36000.0,0,40654.168390800005,1.1292824553
565,953,220000.0,Yearly,USD,United States dollar,220000.0,0,220000.0,1.0
566,955,42000.0,Yearly,EUR,European Euro,42000.0,0,47429.8631226,1.1292824553
