,index,YearsCodePro
2585,2585,10
2586,2586,2
2588,2588,9
2590,2590,7
2591,2591,3
2592,2592,22
2593,2593,8
2594,2594,5
2595,2595,15
2597,2597,4
2599,2599,2
2600,2600,3
2601,2601,2
2603,2603,8
2605,2605,3
2607,2607,15
2610,2610,5
2611,2611,25
2612,2612,11
2613,2613,6
2615,2615,5
2616,2616,1
2617,2617,5
2618,2618,16
2621,2621,27
2622,2622,3
2623,2623,3
2625,2625,21
2626,2626,2
2627,2627,2
2630,2630,5
2631,2631,3
2632,2632,1
2633,2633,4
2634,2634,10
2635,2635,12
2637,2637,1
2638,2638,1
2639,2639,11
2640,2640,6
2642,2642,1
2644,2644,5
2645,2645,17
2646,2646,11
2647,2647,6
2648,2648,16
2649,2649,1
2651,2651,3
2652,2652,3
2656,2656,10
2657,2657,16
2658,2658,3
2660,2660,2
2661,2661,10
2662,2662,19
2664,2664,10
2666,2666,6
2667,2667,7
2668,2668,5
2669,2669,3
2670,2670,6
2671,2671,7
2674,2674,15
2675,2675,4
2677,2677,5
2678,2678,4
2679,2679,8
2680,2680,5
2684,2684,3
2685,2685,5
2686,2686,8
2688,2688,5
2689,2689,2
2690,2690,6
2691,2691,5
2692,2692,3
2693,2693,3
2697,2697,8
2701,2701,33
2702,2702,7
2704,2704,17
2706,2706,20
2707,2707,4
2710,2710,11
2711,2711,27
2712,2712,1
2713,2713,10
2714,2714,2
2716,2716,6
2719,2719,2
2720,2720,9
2721,2721,14
2722,2722,7
2723,2723,7
2724,2724,4
2725,2725,13
2726,2726,15
2727,2727,5
2728,2728,16
2729,2729,4
2730,2730,6
2731,2731,6
2732,2732,15
2733,2733,15
2734,2734,16
2736,2736,7
2737,2737,11
2738,2738,5
2740,2740,4
2741,2741,5
2743,2743,10
2744,2744,6
2745,2745,21
2746,2746,5
2747,2747,17
2749,2749,6
2750,2750,5
2751,2751,8
2753,2753,10
2754,2754,26
2755,2755,8
2756,2756,22
2757,2757,4
2758,2758,6
2759,2759,23
2761,2761,3
2762,2762,1
2763,2763,3
2765,2765,5
2766,2766,9
2768,2768,5
2769,2769,1
2771,2771,9
2772,2772,6
2773,2773,6
2774,2774,4
2775,2775,31
2776,2776,1
2777,2777,5
2779,2779,7
2782,2782,11
2784,2784,8
2785,2785,16
2787,2787,19
2788,2788,10
2790,2790,4
2791,2791,6
2792,2792,3
2795,2795,8
2796,2796,8
2798,2798,4
2803,2803,1
2804,2804,1
2807,2807,29
2808,2808,1
2810,2810,22
2811,2811,6
2812,2812,1
2813,2813,5
2815,2815,10
2816,2816,27
2817,2817,8
2818,2818,4
2820,2820,1
2821,2821,7
2824,2824,28
2826,2826,6
2827,2827,12
2830,2830,4
2832,2832,4
2833,2833,3
2834,2834,10
2835,2835,2
2839,2839,12
2840,2840,3
2841,2841,5
2844,2844,44
2845,2845,20
2846,2846,11
2849,2849,2
2851,2851,12
2853,2853,14
2855,2855,11
2856,2856,7
2857,2857,10
2858,2858,8
2860,2860,23
2861,2861,4
2865,2865,16
2868,2868,17
2869,2869,37
2870,2870,4
2871,2871,4
2872,2872,13
2873,2873,3
2875,2875,11
2876,2876,2
2877,2877,6
2878,2878,22
2883,2883,6
2885,2885,16
2886,2886,3
2887,2887,5
2889,2889,2
2890,2890,2
2891,2891,6
2892,2892,3
2894,2894,13
2895,2895,4
2897,2897,10
2898,2898,5
2899,2899,5
2900,2900,9
2901,2901,10
2903,2903,30
2904,2904,10
2908,2908,11
2909,2909,6
2911,2911,20
2912,2912,3
2914,2914,6
2915,2915,7
2916,2916,7
2917,2917,14
2918,2918,18
2920,2920,36
2921,2921,2
2923,2923,7
2924,2924,15
2925,2925,12
2926,2926,21
2927,2927,6
2928,2928,2
2929,2929,12
2932,2932,1
2933,2933,29
2935,2935,8
2936,2936,19
2937,2937,13
2939,2939,5
2941,2941,42
2942,2942,12
2943,2943,14
2944,2944,4
2947,2947,10
2948,2948,17
2949,2949,6
2950,2950,15
2951,2951,4
2952,2952,12
2953,2953,2
2954,2954,1
2955,2955,15
2956,2956,4
2957,2957,10
2959,2959,2
2960,2960,1
2961,2961,20
2962,2962,13
2963,2963,6
2965,2965,6
2966,2966,6
2967,2967,40
2968,2968,5
2969,2969,6
2970,2970,8
2971,2971,9
2972,2972,1
2973,2973,3
2975,2975,16
2976,2976,15
2978,2978,1
2979,2979,34
2981,2981,2
2984,2984,1
2985,2985,18
2987,2987,3
2988,2988,1
2989,2989,17
2990,2990,7
2991,2991,8
2992,2992,13
2994,2994,1
2995,2995,22
2998,2998,10
2999,2999,2
3001,3001,10
3002,3002,15
3006,3006,15
3007,3007,10
3008,3008,7
3009,3009,11
3010,3010,9
3013,3013,20
3014,3014,1
3015,3015,8
3016,3016,2
3017,3017,5
3018,3018,19
3019,3019,4
3020,3020,5
3021,3021,10
3022,3022,8
3023,3023,1
3024,3024,4
3025,3025,4
3026,3026,20
3031,3031,3
3032,3032,3
3033,3033,6
3034,3034,30
3036,3036,13
3039,3039,5
3040,3040,3
3041,3041,7
3042,3042,3
3044,3044,11
3045,3045,16
3046,3046,7
3047,3047,3
3049,3049,40
3050,3050,5
3051,3051,16
3053,3053,5
3056,3056,1
3057,3057,8
3058,3058,17
3060,3060,5
3061,3061,10
3062,3062,8
3063,3063,4
3064,3064,4
3065,3065,2
3066,3066,17
3067,3067,10
3068,3068,15
3070,3070,18
3072,3072,6
3073,3073,12
3075,3075,6
3076,3076,3
3077,3077,29
3082,3082,20
3083,3083,16
3084,3084,2
3087,3087,3
3089,3089,14
3091,3091,4
3093,3093,2
3094,3094,16
3096,3096,6
3097,3097,10
3099,3099,10
3100,3100,12
3101,3101,15
3102,3102,3
3106,3106,1
3108,3108,1
3111,3111,15
3112,3112,1
3113,3113,1
3114,3114,14
3115,3115,6
3117,3117,6
3118,3118,4
3119,3119,13
3120,3120,1
3121,3121,11
3122,3122,4
3124,3124,25
3129,3129,7
3130,3130,5
3131,3131,10
3132,3132,9
3134,3134,14
3135,3135,2
3136,3136,2
3140,3140,6
3141,3141,10
3142,3142,16
3143,3143,1
3144,3144,8
3145,3145,5
3146,3146,22
3147,3147,10
3151,3151,5
3152,3152,15
3153,3153,24
3154,3154,13
3155,3155,20
3160,3160,7
3161,3161,14
3162,3162,1
3163,3163,2
3164,3164,4
3169,3169,12
3171,3171,6
3172,3172,1
3173,3173,11
3174,3174,20
3176,3176,5
3178,3178,21
3179,3179,10
3180,3180,4
3181,3181,8
3182,3182,14
3183,3183,6
3184,3184,18
3185,3185,11
3186,3186,7
3189,3189,2
3191,3191,2
3192,3192,38
3193,3193,23
3194,3194,6
3196,3196,9
3198,3198,4
3199,3199,5
3202,3202,17
3203,3203,1
3204,3204,5
3205,3205,2
3206,3206,5
3209,3209,26
3210,3210,14
3212,3212,10
3213,3213,5
3214,3214,10
3215,3215,2
3216,3216,10
3217,3217,2
3220,3220,5
3221,3221,21
3222,3222,7
3223,3223,2
3224,3224,5
3225,3225,7
3227,3227,17
3228,3228,3
3229,3229,6
3231,3231,11
3233,3233,3
3235,3235,28
3237,3237,15
3238,3238,4
3239,3239,2
3240,3240,2
3241,3241,5
3244,3244,5
3245,3245,4
3246,3246,14
3249,3249,3
3250,3250,1
3251,3251,2
3252,3252,14
3253,3253,2
3254,3254,3
3255,3255,7
3256,3256,3
3258,3258,3
3259,3259,4
3260,3260,2
3261,3261,2
3262,3262,2
3263,3263,7
3264,3264,4
3265,3265,12
3266,3266,2
3267,3267,12
3269,3269,4
3270,3270,3
3271,3271,8
3272,3272,16
3273,3273,2
3275,3275,4
3277,3277,5
3279,3279,9
3282,3282,1
3283,3283,21
3284,3284,8
3285,3285,5
3286,3286,14
3287,3287,25
3288,3288,4
3289,3289,5
3291,3291,33
3294,3294,4
3295,3295,3
3296,3296,7
3298,3298,1
3299,3299,15
3300,3300,3
3301,3301,2
3302,3302,1
3303,3303,10
3305,3305,1
3308,3308,23
3309,3309,5
3314,3314,10
3316,3316,2
3319,3319,1
3321,3321,1
3322,3322,3
3324,3324,3
3325,3325,10
3326,3326,5
3327,3327,11
3328,3328,1
3330,3330,18
3331,3331,24
3332,3332,6
3333,3333,12
3334,3334,7
3335,3335,14
3336,3336,6
3337,3337,2
3340,3340,2
3342,3342,12
3343,3343,3
3345,3345,7
3346,3346,3
3347,3347,4
3349,3349,20
3351,3351,4
3352,3352,2
3353,3353,19
3354,3354,6
3355,3355,2
3357,3357,3
3358,3358,10
3359,3359,6
3360,3360,10
3361,3361,5
3362,3362,4
3363,3363,1
3364,3364,34
3365,3365,10
3366,3366,5
3367,3367,12
3369,3369,16
3371,3371,8
3372,3372,8
3373,3373,5
3374,3374,11
3375,3375,10
3377,3377,5
3379,3379,2
3380,3380,1
3381,3381,28
3382,3382,5
3384,3384,1
3385,3385,4
3388,3388,10
3389,3389,8
3392,3392,5
3393,3393,28
3394,3394,12
3396,3396,23
3398,3398,5
3399,3399,9
3400,3400,3
3402,3402,1
3403,3403,1
3406,3406,1
3408,3408,4
3409,3409,3
3410,3410,17
3411,3411,8
3412,3412,3
3414,3414,20
3418,3418,15
3419,3419,4
3421,3421,15
3423,3423,6
3424,3424,3
3427,3427,25
3428,3428,3
3429,3429,3
3431,3431,10
3432,3432,4
3433,3433,15
3435,3435,15
3436,3436,3
3438,3438,1
3439,3439,4
3441,3441,6
3442,3442,2
3444,3444,15
3446,3446,25
3447,3447,2
3448,3448,12
3449,3449,3
3451,3451,10
3452,3452,15
3454,3454,11
3455,3455,9
3458,3458,7
3459,3459,3
3460,3460,7
3461,3461,30
3462,3462,5
3463,3463,2
3464,3464,5
3465,3465,3
3467,3467,9
3468,3468,1
3469,3469,6
3471,3471,1
3473,3473,9
3475,3475,2
3476,3476,20
3478,3478,7
3482,3482,7
3484,3484,5
3485,3485,5
3487,3487,11
3493,3493,2
3494,3494,20
3495,3495,3
3496,3496,1
3497,3497,6
3498,3498,3
3499,3499,3
3500,3500,12
3502,3502,6
3503,3503,1
3504,3504,10
3505,3505,16
3506,3506,1
3507,3507,2
3508,3508,3
3509,3509,12
3510,3510,2
3511,3511,11
3513,3513,1
3514,3514,3
3516,3516,15
3517,3517,20
3519,3519,2
3521,3521,6
3522,3522,12
3524,3524,14
3526,3526,4
3527,3527,23
3528,3528,7
3529,3529,30
3531,3531,4
3533,3533,4
3534,3534,3
3538,3538,2
3539,3539,15
3540,3540,12
3542,3542,18
3544,3544,3
3545,3545,4
3547,3547,1
3548,3548,9
3549,3549,3
3551,3551,2
3552,3552,1
3555,3555,2
3557,3557,11
3559,3559,11
3560,3560,9
3561,3561,37
3562,3562,20
3563,3563,1
3564,3564,1
3566,3566,6
3567,3567,8
3568,3568,2
3570,3570,2
3572,3572,14
3573,3573,4
3575,3575,35
3577,3577,3
3578,3578,1
3579,3579,5
3581,3581,10
3582,3582,12
3583,3583,20
3585,3585,4
3587,3587,4
3588,3588,5
3589,3589,20
3591,3591,11
3594,3594,5
3595,3595,2
3596,3596,10
3598,3598,4
3599,3599,1
3600,3600,10
3601,3601,8
3603,3603,6
3604,3604,15
3606,3606,2
3607,3607,5
3609,3609,7
3610,3610,17
3612,3612,16
3614,3614,4
3615,3615,2
3616,3616,4
3618,3618,3
3619,3619,23
3620,3620,3
3621,3621,1
3625,3625,21
3626,3626,4
3627,3627,1
3628,3628,5
3629,3629,4
3632,3632,11
3633,3633,2
3635,3635,8
3638,3638,4
3639,3639,2
3640,3640,16
3641,3641,10
3642,3642,8
3644,3644,1
3645,3645,5
3646,3646,4
3647,3647,3
3648,3648,2
3649,3649,10
3650,3650,5
3654,3654,5
3655,3655,10
3657,3657,7
3659,3659,23
3662,3662,4
3663,3663,7
3664,3664,22
3665,3665,1
3666,3666,14
3667,3667,6
3668,3668,6
3673,3673,5
3675,3675,8
3677,3677,1
3678,3678,2
3680,3680,15
3681,3681,24
3683,3683,5
3684,3684,5
3688,3688,3
3689,3689,8
3690,3690,7
3691,3691,8
3692,3692,4
3693,3693,6
3694,3694,4
3695,3695,3
3696,3696,1
3697,3697,1
3698,3698,6
3700,3700,42
3704,3704,4
3705,3705,4
3706,3706,4
3708,3708,35
3709,3709,4
3710,3710,29
3711,3711,2
3712,3712,17
3713,3713,1
3714,3714,13
3715,3715,6
3716,3716,9
3717,3717,14
3719,3719,4
3720,3720,12
3721,3721,7
3722,3722,4
3723,3723,3
3724,3724,9
3725,3725,20
3726,3726,15
3728,3728,6
3729,3729,24
3731,3731,15
3732,3732,5
3733,3733,19
3734,3734,2
3735,3735,2
3736,3736,7
3737,3737,2
3738,3738,3
3739,3739,2
3740,3740,4
3742,3742,2
3743,3743,2
3744,3744,2
3745,3745,2
3746,3746,4
3747,3747,17
3749,3749,2
3751,3751,1
3753,3753,8
3754,3754,2
3756,3756,12
3757,3757,10
3758,3758,30
3759,3759,1
3760,3760,17
3761,3761,11
3762,3762,10
3763,3763,2
3767,3767,6
3769,3769,3
3770,3770,14
3772,3772,12
3774,3774,10
3775,3775,17
3776,3776,3
3777,3777,5
3778,3778,8
3782,3782,9
3783,3783,22
3784,3784,10
3786,3786,13
3787,3787,3
3788,3788,5
3791,3791,8
3792,3792,12
3793,3793,20
3796,3796,2
3799,3799,3
3800,3800,7
3801,3801,10
3802,3802,4
3803,3803,15
3804,3804,5
3805,3805,30
3806,3806,8
3809,3809,2
3813,3813,5
3815,3815,13
3816,3816,1
3817,3817,6
3818,3818,8
3819,3819,21
3821,3821,1
3822,3822,13
3823,3823,2
3824,3824,6
3825,3825,7
3826,3826,27
3827,3827,9
3830,3830,10
3831,3831,12
3832,3832,6
3833,3833,4
3834,3834,3
3835,3835,32
3837,3837,3
3838,3838,3
3839,3839,8
3840,3840,2
3842,3842,5
3843,3843,8
3845,3845,36
3847,3847,1
3848,3848,3
3849,3849,3
3850,3850,10
3851,3851,32
3852,3852,9
3854,3854,2
3855,3855,3
3856,3856,8
3857,3857,3
3858,3858,10
3860,3860,9
3861,3861,10
3862,3862,26
3863,3863,6
3864,3864,4
3865,3865,30
3866,3866,26
3867,3867,19
3868,3868,38
3870,3870,12
3871,3871,14
3872,3872,5
3874,3874,15
3875,3875,1
3876,3876,1
3878,3878,4
3879,3879,7
3880,3880,17
3882,3882,5
3883,3883,3
3885,3885,5
3886,3886,2
3887,3887,4
3888,3888,10
3890,3890,9
3891,3891,5
3893,3893,5
3894,3894,7
3895,3895,36
3896,3896,10
3898,3898,23
3899,3899,13
3900,3900,7
3903,3903,10
3904,3904,1
3905,3905,8
3906,3906,2
3907,3907,7
3908,3908,2
3909,3909,8
3910,3910,11
3911,3911,17
3912,3912,7
3913,3913,14
3914,3914,5
3916,3916,7
3917,3917,2
3918,3918,16
3919,3919,2
3921,3921,25
3922,3922,12
3923,3923,10
3924,3924,26
3925,3925,10
3926,3926,5
3927,3927,6
3928,3928,11
3929,3929,9
3930,3930,7
3932,3932,9
3934,3934,3
3935,3935,8
3936,3936,16
3937,3937,8
3938,3938,25
3939,3939,11
3941,3941,11
3942,3942,3
3943,3943,9
3945,3945,5
3946,3946,2
3950,3950,3
3951,3951,12
3952,3952,18
3955,3955,13
3956,3956,8
3957,3957,6
3958,3958,1
3959,3959,6
3960,3960,7
3961,3961,6
3962,3962,4
3963,3963,10
3966,3966,2
3968,3968,6
3970,3970,3
3971,3971,35
3972,3972,3
3974,3974,8
3975,3975,8
3976,3976,7
3977,3977,17
3978,3978,5
3979,3979,7
3981,3981,5
3982,3982,4
3983,3983,43
3984,3984,3
3985,3985,9
3986,3986,3
3987,3987,12
3988,3988,19
3989,3989,6
3991,3991,10
3992,3992,29
3993,3993,9
3996,3996,10
3997,3997,10
3998,3998,21
3999,3999,15
4000,4000,12
4002,4002,21
4003,4003,1
4005,4005,1
4006,4006,6
4007,4007,6
4008,4008,3
4009,4009,7
4010,4010,5
4011,4011,7
4013,4013,4
4014,4014,6
4015,4015,15
4018,4018,2
4020,4020,8
4021,4021,4
4022,4022,4
4024,4024,2
4026,4026,6
4029,4029,25
4030,4030,16
4031,4031,6
4032,4032,15
4035,4035,21
4036,4036,32
4037,4037,8
4038,4038,4
4039,4039,15
4041,4041,5
4042,4042,4
4045,4045,3
4049,4049,8
4050,4050,1
4054,4054,14
4055,4055,2
4057,4057,21
4058,4058,6
4059,4059,32
4063,4063,20
4064,4064,2
4065,4065,20
4066,4066,13
4067,4067,8
4068,4068,10
4071,4071,5
4072,4072,13
4074,4074,4
4075,4075,3
4076,4076,22
4077,4077,24
4078,4078,3
4081,4081,3
4084,4084,3
4085,4085,3
4086,4086,30
4087,4087,30
4089,4089,15
4090,4090,12
4091,4091,3
4092,4092,10
4096,4096,3
4097,4097,21
4099,4099,11
4100,4100,5
4101,4101,5
4102,4102,1
4104,4104,23
4106,4106,35
4108,4108,6
4109,4109,4
4115,4115,10
4118,4118,15
4119,4119,18
4123,4123,11
4125,4125,9
4126,4126,9
4127,4127,7
4129,4129,2
4130,4130,2
4134,4134,8
4136,4136,27
4137,4137,8
4138,4138,3
4141,4141,3
4142,4142,3
4144,4144,23
4147,4147,1
4149,4149,5
4151,4151,1
4154,4154,2
4155,4155,27
4156,4156,10
4157,4157,5
4159,4159,15
4160,4160,3
4162,4162,43
4163,4163,7
4165,4165,20
4166,4166,1
4167,4167,5
4168,4168,12
4169,4169,3
4171,4171,1
4172,4172,1
4173,4173,2
4174,4174,10
4175,4175,4
4177,4177,6
4178,4178,13
4179,4179,3
4181,4181,1
4182,4182,18
4183,4183,10
4184,4184,12
4186,4186,3
4188,4188,5
4189,4189,3
4190,4190,12
4191,4191,5
4192,4192,1
4193,4193,3
4194,4194,3
4195,4195,9
4196,4196,1
4198,4198,8
4199,4199,3
4200,4200,23
4201,4201,3
4202,4202,6
4205,4205,2
4208,4208,5
4209,4209,24
4212,4212,10
4213,4213,3
4214,4214,13
4215,4215,2
4216,4216,40
4217,4217,17
4218,4218,14
4219,4219,5
4220,4220,3
4221,4221,20
4222,4222,8
4223,4223,3
4225,4225,4
4226,4226,9
4228,4228,4
4229,4229,6
4231,4231,5
4232,4232,12
4233,4233,20
4236,4236,6
4239,4239,35
4242,4242,4
4243,4243,1
4244,4244,3
4245,4245,5
4246,4246,21
4247,4247,1
4248,4248,24
4249,4249,7
4250,4250,36
4251,4251,9
4254,4254,5
4255,4255,4
4257,4257,8
4258,4258,6
4259,4259,5
4261,4261,4
4262,4262,11
4263,4263,4
4265,4265,6
4266,4266,7
4267,4267,2
4269,4269,8
4270,4270,10
4271,4271,16
4272,4272,2
4273,4273,2
4274,4274,6
4275,4275,3
4277,4277,23
4278,4278,5
4279,4279,20
4280,4280,22
4281,4281,24
4282,4282,2
4283,4283,25
4284,4284,11
4285,4285,10
4287,4287,3
4288,4288,1
4289,4289,7
4290,4290,5
4291,4291,20
4292,4292,6
4293,4293,20
4294,4294,4
4296,4296,1
4297,4297,3
4298,4298,2
4300,4300,1
4302,4302,9
4303,4303,5
4305,4305,2
4306,4306,9
4307,4307,5
4309,4309,4
4310,4310,11
4311,4311,3
4313,4313,18
4314,4314,3
4316,4316,33
4318,4318,6
4319,4319,4
4320,4320,10
4322,4322,7
4323,4323,13
4324,4324,14
4325,4325,17
4327,4327,3
4328,4328,6
4329,4329,3
4330,4330,1
4332,4332,2
4333,4333,4
4336,4336,5
4337,4337,1
4338,4338,12
4339,4339,4
4341,4341,9
4342,4342,2
4343,4343,25
4344,4344,2
4345,4345,1
4346,4346,1
4347,4347,3
4348,4348,19
4349,4349,1
4350,4350,6
4351,4351,3
4352,4352,35
4354,4354,8
4355,4355,4
4356,4356,5
4358,4358,16
4359,4359,2
4360,4360,9
4362,4362,6
4363,4363,4
4364,4364,14
4365,4365,17
4367,4367,14
4368,4368,3
4369,4369,8
4370,4370,25
4371,4371,6
4373,4373,4
4374,4374,29
4375,4375,8
4376,4376,3
4377,4377,5
4378,4378,1
4379,4379,4
4382,4382,10
4383,4383,3
4384,4384,7
4385,4385,5
4386,4386,21
4387,4387,16
4389,4389,23
4391,4391,4
4392,4392,4
4394,4394,10
4395,4395,11
4396,4396,10
4397,4397,13
4398,4398,22
4399,4399,2
4400,4400,2
4401,4401,3
4402,4402,1
4403,4403,12
4404,4404,3
4405,4405,42
4406,4406,7
4408,4408,20
4412,4412,15
4413,4413,5
4415,4415,1
4416,4416,3
4417,4417,7
4418,4418,6
4419,4419,15
4420,4420,3
4421,4421,12
4422,4422,2
4423,4423,8
4424,4424,11
4426,4426,19
4427,4427,4
4428,4428,1
4432,4432,50
4433,4433,16
4435,4435,3
4436,4436,3
4438,4438,2
4439,4439,6
4440,4440,1
4441,4441,2
4442,4442,11
4443,4443,6
4444,4444,32
4446,4446,7
4448,4448,13
4449,4449,1
4450,4450,4
4451,4451,2
4452,4452,10
4455,4455,6
4456,4456,14
4457,4457,2
4458,4458,6
4459,4459,2
4460,4460,4
4461,4461,10
4462,4462,10
4464,4464,32
4465,4465,1
4469,4469,7
4471,4471,12
4474,4474,23
4475,4475,7
4476,4476,11
4477,4477,1
4478,4478,6
4479,4479,30
4480,4480,6
4481,4481,7
4482,4482,25
4483,4483,10
4485,4485,12
4486,4486,1
4489,4489,11
4490,4490,40
4492,4492,10
4493,4493,8
4495,4495,1
4496,4496,7
4497,4497,7
4498,4498,21
4500,4500,7
4501,4501,20
4502,4502,4
4503,4503,4
4506,4506,10
4507,4507,2
4508,4508,10
4511,4511,7
4512,4512,33
4513,4513,12
4514,4514,1
4516,4516,2
4517,4517,23
4519,4519,4
4520,4520,2
4524,4524,6
4526,4526,38
4527,4527,22
4529,4529,25
4530,4530,33
4531,4531,2
4533,4533,3
4534,4534,8
4535,4535,1
4536,4536,12
4539,4539,13
4541,4541,1
4542,4542,15
4544,4544,2
4545,4545,10
4546,4546,5
4549,4549,13
4550,4550,24
4553,4553,17
4555,4555,28
4556,4556,11
4557,4557,10
4558,4558,14
4559,4559,18
4560,4560,4
4562,4562,20
4563,4563,15
4565,4565,12
4566,4566,16
4567,4567,8
4568,4568,3
4569,4569,15
4570,4570,7
4571,4571,1
4572,4572,8
4573,4573,12
4575,4575,9
4576,4576,3
4577,4577,3
4578,4578,2
4579,4579,20
4580,4580,7
4581,4581,2
4582,4582,11
4583,4583,4
4584,4584,1
4586,4586,2
4587,4587,31
4588,4588,27
4589,4589,19
4590,4590,1
4592,4592,1
4593,4593,10
4594,4594,5
4595,4595,7
4596,4596,4
4597,4597,5
4598,4598,18
4599,4599,9
4600,4600,6
4601,4601,6
4602,4602,2
4603,4603,3
4605,4605,1
4606,4606,8
4607,4607,7
4608,4608,23
4609,4609,12
4611,4611,1
4612,4612,1
4613,4613,24
4614,4614,3
4615,4615,1
4616,4616,13
4618,4618,21
4619,4619,11
4620,4620,1
4621,4621,3
4622,4622,8
4625,4625,1
4626,4626,5
4627,4627,3
4629,4629,1
4630,4630,4
4632,4632,4
4633,4633,5
4634,4634,7
4635,4635,10
4637,4637,2
4639,4639,3
4640,4640,20
4641,4641,20
4642,4642,7
4643,4643,3
4644,4644,3
4645,4645,6
4647,4647,6
4648,4648,9
4650,4650,7
4653,4653,15
4654,4654,2
4656,4656,8
4658,4658,5
4659,4659,11
4660,4660,5
4663,4663,5
4664,4664,5
4665,4665,17
4667,4667,23
4668,4668,5
4670,4670,6
4672,4672,11
4673,4673,6
4674,4674,1
4676,4676,5
4677,4677,6
4678,4678,7
4680,4680,6
4681,4681,10
4683,4683,9
4684,4684,5
4685,4685,8
4686,4686,13
4689,4689,6
4690,4690,20
4691,4691,15
4693,4693,50
4694,4694,8
4695,4695,5
4696,4696,8
4697,4697,3
4698,4698,4
4699,4699,6
4700,4700,2
4701,4701,1
4703,4703,2
4704,4704,5
4705,4705,15
4706,4706,8
4709,4709,3
4711,4711,12
4712,4712,9
4713,4713,4
4714,4714,2
4715,4715,5
4716,4716,3
4717,4717,22
4718,4718,4
4719,4719,7
4720,4720,8
4722,4722,9
4723,4723,9
4724,4724,10
4725,4725,4
4726,4726,7
4727,4727,5
4732,4732,3
4733,4733,5
4734,4734,4
4735,4735,1
4736,4736,7
4737,4737,2
4738,4738,1
4739,4739,35
4740,4740,18
4742,4742,6
4744,4744,12
4745,4745,4
4746,4746,6
4748,4748,4
4749,4749,35
4750,4750,15
4751,4751,6
4752,4752,7
4754,4754,3
4756,4756,3
4757,4757,25
4758,4758,2
4760,4760,7
4761,4761,2
4762,4762,6
4763,4763,15
4764,4764,3
4765,4765,3
4766,4766,4
4767,4767,12
4768,4768,12
4769,4769,2
4771,4771,2
4772,4772,3
4773,4773,4
4774,4774,9
4775,4775,15
4776,4776,15
4777,4777,1
4778,4778,24
4779,4779,2
4781,4781,12
4782,4782,4
4783,4783,12
4788,4788,35
4789,4789,7
4792,4792,7
4793,4793,5
4794,4794,3
4795,4795,7
4796,4796,15
